tweet_id	class	begin	end	span	tweet
SMM4H2022EfYSGNZiQAY1UNo2	ADE	65	73	insomnia	day seven off the baclofen and i've got cold sweats and constant insomnia... i'm running on fumes at this point.
SMM4H2022DPzCrH3NOe5X8MUY	ADE	64	68	numb	i should just start taking my prozac again so i can stfu and go numb and maybe i won't cry anymore cos i'll be too fucking lifeless
SMM4H2022DPzCrH3NOe5X8MUY	ADE	123	131	lifeless	i should just start taking my prozac again so i can stfu and go numb and maybe i won't cry anymore cos i'll be too fucking lifeless
SMM4H2022wUeY3YILI8vCR4n6	ADE	97	105	THROWING	i'm crazy! gee i wonder why! thats it! i got a whole canister of seroquel xr! i'm going to start throwing them at higher educated people!
SMM4H2022VnNaGroPv4j9NKbD	ADE	106	133	trying to function normally	@USER_______ i hate to hear that.  taking seroquel is like swallowing a sleeping pill when u wake up then trying to function normally
SMM4H20221VfhJqIiaOAmBkiU	ADE	120	135	can't take both	took a percocet for my tooth. feel like i'm about to die cause of the prozac thats already in my system. apparently you can't take both. fml
SMM4H2022elVsVPqcXorKuNMq	ADE	39	48	withdrawl	Not that anyone noticed, but my #ambienwithdrawl only lasted a few days. Why? Because I got another scrip. I need it while I'm on Levaquin.
SMM4H2022hkeHIUGElMp4GJ3q	ADE	50	58	Toxicity	@USER______ please advise if you know of levaquin toxicity/adverse reactions. i am a 4+ year sufferer and chronic pain every day=can u help
SMM4H2022hkeHIUGElMp4GJ3q	ADE	106	118	chronic pain	@USER______ please advise if you know of levaquin toxicity/adverse reactions. i am a 4+ year sufferer and chronic pain every day=can u help
SMM4H2022QDVilisNO9fplXdS	ADE	65	74	legs ache	ran on an antibiotic this morning (having missed 4 days) and my legs ache like hell, not jsut the soft tissue either. levofloxacin is awful!
SMM4H2022OqJXgOxq3iLHJ7eV	ADE	14	34	suicidally depressed	paxil made me suicidally depressed to the point where a voice screamed inside my brain about my own worthlessness
SMM4H2022OqJXgOxq3iLHJ7eV	ADE	56	61	voice	paxil made me suicidally depressed to the point where a voice screamed inside my brain about my own worthlessness
SMM4H2022OqJXgOxq3iLHJ7eV	ADE	100	113	worthlessness	paxil made me suicidally depressed to the point where a voice screamed inside my brain about my own worthlessness
SMM4H2022wJGNHJfJ0QyUCt2g	ADE	97	117	shaking like ur cold	@USER_____ yeah,it can be caused by swelling from around a nerve from ra,but the effexor causes shaking like ur cold(shivering)
SMM4H2022wJGNHJfJ0QyUCt2g	ADE	118	127	shivering	@USER_____ yeah,it can be caused by swelling from around a nerve from ra,but the effexor causes shaking like ur cold(shivering)
SMM4H2022hz0FQ8r0MLm3S9VX	ADE	26	34	munchies	mann i've been having the munchies all day eatin weird shxt ahaha my zyprexa gotta nigga tearin up food
SMM4H2022hz0FQ8r0MLm3S9VX	ADE	43	54	eatin weird	mann i've been having the munchies all day eatin weird shxt ahaha my zyprexa gotta nigga tearin up food
SMM4H2022hz0FQ8r0MLm3S9VX	ADE	89	103	tearin up food	mann i've been having the munchies all day eatin weird shxt ahaha my zyprexa gotta nigga tearin up food
SMM4H2022fKUyiGt8tcWnb8vC	ADE	97	102	worse	@USER______ yeah, that was a great fucking year. that's when paxil entered my life, and made it worse. 10 years time sure helps, though.
SMM4H2022XyJLNJX4itmryS7I	ADE	47	61	tongue is numb	i'm sick so i had a difflam lozenge and now my tongue is numb and i'm on tv aaahhhhhh
SMM4H2022VA6qHWeGbMkODdKf	ADE	31	49	damage ALL tendons	@USER___ Cipro can permanently damage ALL tendons in the body.  If you enjoy being able to walk, you need to find a safer antibiotic!
SMM4H2022VA6qHWeGbMkODdKf	ADE	91	95	walk	@USER___ Cipro can permanently damage ALL tendons in the body.  If you enjoy being able to walk, you need to find a safer antibiotic!
SMM4H2022u9AIlS5pbl0xBr03	ADE	42	53	been in bed	@USER______ did you get floxed too?  i've been in bed since 2009 thanks to just 12 cipro pills!  they never told me this can be permanent!!!
SMM4H2022nmIhXCXcKweDOQkU	ADE	35	43	crippled	@USER______ @USER___________ Cipro crippled me. You should also stay away from all other antibiotics in the same class (Levaquin, Avelox...)
SMM4H2022uNfmgmd6yJZmLX2j	ADE	88	98	disability	@USER_______ @USER_________ cipro is real bad on your entire body!  take it from me (on disability since '09 thanks to just 12 pills).
SMM4H20220pvNAlRHKXqaqXK1	ADE	34	40	stupid	plus this antibiotic is making me stupid and clumsy. cipro is evil but the fever is gone.
SMM4H20220pvNAlRHKXqaqXK1	ADE	45	51	clumsy	plus this antibiotic is making me stupid and clumsy. cipro is evil but the fever is gone.
SMM4H2022BpEBLQSTVv00AF3A	ADE	98	111	feeling awful	@USER______ Anybody know anything about side effects of venlafaxine? Come off 'em 6wks ago, still feeling awful. physical withdrawal awful
SMM4H2022BpEBLQSTVv00AF3A	ADE	122	132	withdrawal	@USER______ Anybody know anything about side effects of venlafaxine? Come off 'em 6wks ago, still feeling awful. physical withdrawal awful
SMM4H2022OmD5f1RIEtqgWeDx	ADE	89	112	brain is a sack of NOPE	remind me to get my prescription earlier next time. eight days without fluoxetine and my brain is a sack of nope.
SMM4H2022piVDuKqKVzyhbqn8	ADE	79	89	depression	a comprehensive and accurate list of trazodone side effects HTTPURL___________ depression #antidepressant ocd insomnia
SMM4H2022piVDuKqKVzyhbqn8	ADE	106	109	ocd	a comprehensive and accurate list of trazodone side effects HTTPURL___________ depression #antidepressant ocd insomnia
SMM4H2022piVDuKqKVzyhbqn8	ADE	110	118	insomnia	a comprehensive and accurate list of trazodone side effects HTTPURL___________ depression #antidepressant ocd insomnia
SMM4H2022XwzxHWBy7eLZBndZ	ADE	13	18	tired	i've been so tired since i started the cymbalta. i sleep so much. case in point: just slept an hour before bed.
SMM4H2022XwzxHWBy7eLZBndZ	ADE	51	64	sleep so much	i've been so tired since i started the cymbalta. i sleep so much. case in point: just slept an hour before bed.
SMM4H2022DFucVhSrQ3HkDlwK	ADE	82	92	depression	they put me on cymbalta for my joint pain with hashis. now the pain is better but depression is worse. *sigh*
SMM4H2022kKKVfS7HzXPW5ne5	ADE	47	61	eating all day	i need vyvanse ugh i ran out and now i've been eating all day and i feel weird without it
SMM4H2022kKKVfS7HzXPW5ne5	ADE	68	78	feel weird	i need vyvanse ugh i ran out and now i've been eating all day and i feel weird without it
SMM4H2022EyPwgHUBJhuj5bg7	ADE	58	67	depressed	off of my metoprolol medication!! hopefully i won't be so depressed anymore! #thankyoujesus
SMM4H2022Bx9T6EL3aoHotDAi	ADE	3	20	feeling so shitty	im feeling so shitty. been out of prozac for four days:(((
SMM4H20224Vxnk8IeZ7Uh3oe4	ADE	31	40	headaches	i've been getting almost daily headaches for the past 3 weeks ?? side effects of #enbrel ? i've been on it for months now though #rheum
SMM4H2022tNWUy3yDn6QdXzrQ	ADE	73	95	put a gun in your hand	Depression hurts, cymbalta can help. Jk. Cymbalta doesn't do shit except put a gun in your hand
SMM4H20223FKF9cFKvXgAJf3o	ADE	50	56	drowsy	i took some baclofen and i dont feel a little but drowsy! #wtf #backspasms
SMM4H2022eeGXGtxt2JjwxHa1	ADE	0	14	Feels dreadful	feels dreadful - how do u over come a #virus when on #humira? gp gave antibiotics to help me out' but it's #viral!! making #lung pain worse
SMM4H2022eeGXGtxt2JjwxHa1	ADE	124	133	lung pain	feels dreadful - how do u over come a #virus when on #humira? gp gave antibiotics to help me out' but it's #viral!! making #lung pain worse
SMM4H2022ERFVevnYLwfXhNJb	ADE	86	102	rid myself of it	@USER_______ I was on muscle relaxant Baclofen for two weeks, then 2 months trying to rid myself of it. 11 days in without and no sleep. :/
SMM4H2022ERFVevnYLwfXhNJb	ADE	127	135	no sleep	@USER_______ I was on muscle relaxant Baclofen for two weeks, then 2 months trying to rid myself of it. 11 days in without and no sleep. :/
SMM4H20225EAL8yUF3xVREHU6	ADE	20	28	allergic	i think i might be allergic to effexor. i just woke up feeling sick, meh.
SMM4H20225EAL8yUF3xVREHU6	ADE	64	68	sick	i think i might be allergic to effexor. i just woke up feeling sick, meh.
SMM4H20226r5VLTRDgCETyAIF	ADE	30	37	nauseas	venlafaxine makes me feel  so nauseas hahahaha oh god i'm going to chunder in my geography lesson help
SMM4H20226r5VLTRDgCETyAIF	ADE	67	74	chunder	venlafaxine makes me feel  so nauseas hahahaha oh god i'm going to chunder in my geography lesson help
SMM4H2022IHsK32BMyADCWmu3	ADE	105	118	tummy trouble	@USER________ i'm good been on 25mg mtx for years then switched to leflunomide back mtx the other caused tummy trouble. why r u off enbrel
SMM4H202219IBDJje4CkGBL4t	ADE	31	41	withdrawal	how anyone can say there is no withdrawal from prozac withdrawal is beyond me.  their answer is to go back on it and up the dose.
SMM4H2022crwbPXu6zRp9Cx7Q	ADE	54	81	perspective time and people	i really feel like this fluoxetine is messing with my perspective time and people.
SMM4H20225cYptlWXb1XHgW9S	ADE	25	44	losing every breath	how do u do it? u got me losing every breath. what did u give me to make my heart beat out my chest? #vyvanse
SMM4H20225cYptlWXb1XHgW9S	ADE	76	99	heart beat out my chest	how do u do it? u got me losing every breath. what did u give me to make my heart beat out my chest? #vyvanse
SMM4H2022pHeiGKZ4gldWSQ3Z	ADE	68	77	up till 4	seriously if you are getting off cymbalta tape alot if movies i was up till 4 and feel and look like a zombie just to tired to growl !!!
SMM4H2022pHeiGKZ4gldWSQ3Z	ADE	103	109	zombie	seriously if you are getting off cymbalta tape alot if movies i was up till 4 and feel and look like a zombie just to tired to growl !!!
SMM4H2022pHeiGKZ4gldWSQ3Z	ADE	118	123	tired	seriously if you are getting off cymbalta tape alot if movies i was up till 4 and feel and look like a zombie just to tired to growl !!!
SMM4H2022cPDqMtutZzXHE1Wu	ADE	40	53	schizophrenia	vyvanse literally causes me to get like schizophrenia but i hear answers idk but i like it
SMM4H2022cPDqMtutZzXHE1Wu	ADE	60	72	hear answers	vyvanse literally causes me to get like schizophrenia but i hear answers idk but i like it
SMM4H2022J1NOhYaCW6AeMJmb	ADE	36	45	thick fog	woah even 50mg seroquel hits like a thick fog
SMM4H2022SusEvHSO36LgqgSz	ADE	31	39	TooChill	no one likes me on my vyvanse #toochill #zombiemode
SMM4H2022SusEvHSO36LgqgSz	ADE	41	47	Zombie	no one likes me on my vyvanse #toochill #zombiemode
SMM4H2022wBWqLm9VlTJwwzrN	ADE	70	78	weakness	@USER___ my mom used rivaroxaban and it gave her a terrible time with weakness and muscle pain.
SMM4H2022wBWqLm9VlTJwwzrN	ADE	83	94	muscle pain	@USER___ my mom used rivaroxaban and it gave her a terrible time with weakness and muscle pain.
SMM4H2022Dn1ZD3IhYkbel50k	ADE	23	36	Weirdo dreams	quetiapine - i slept!! weirdo dreams and very drowsy this morning but i slept!!!
SMM4H2022Dn1ZD3IhYkbel50k	ADE	46	52	drowsy	quetiapine - i slept!! weirdo dreams and very drowsy this morning but i slept!!!
SMM4H2022UdqJmqdlmoB0HA5y	ADE	7	24	hearing the words	"I keep hearing the words ""Chris tucker, money talk mufucka"" over and over in my head it's been happening for like an hour too. Fuck vyvanse"
SMM4H2022HELwSPiHdiSMV7zp	ADE	51	59	suicidal	@USER___ stopped Zoloft cold turkey after I became suicidal, stopped Effexor because I was numb.
SMM4H2022HELwSPiHdiSMV7zp	ADE	91	95	numb	@USER___ stopped Zoloft cold turkey after I became suicidal, stopped Effexor because I was numb.
SMM4H2022xnO2YmXSKEibBGZW	ADE	102	111	headaches	why can't i sleep like a normal person. oh yeah because i suffer from insomnia and trazodone gives me headaches #suffering #reality
SMM4H2022Ohbcow2EeDw6HroB	ADE	34	43	got me up	gonna watch the sunrise.. vyvanse got me up. i have only slept about 2 hours in the past 48 hours. 150mg got me fucked up
SMM4H2022Ohbcow2EeDw6HroB	ADE	52	76	only slept about 2 hours	gonna watch the sunrise.. vyvanse got me up. i have only slept about 2 hours in the past 48 hours. 150mg got me fucked up
SMM4H2022DaePdpENqKjoEoVq	ADE	54	64	withdrawal	Hmm, interesting. I may have been undergoing Baclofen withdrawal hence the anxiety for the past few months… #hypochondria
SMM4H2022DaePdpENqKjoEoVq	ADE	75	82	anxiety	Hmm, interesting. I may have been undergoing Baclofen withdrawal hence the anxiety for the past few months… #hypochondria
SMM4H2022DaePdpENqKjoEoVq	ADE	109	121	hypochondria	Hmm, interesting. I may have been undergoing Baclofen withdrawal hence the anxiety for the past few months… #hypochondria
SMM4H2022Hx1wOpdKc4af1CRY	ADE	11	14	low	i hate the low after the high on vyvanse
SMM4H2022Kzh2CswWjNlzIK7u	ADE	34	45	weight gain	on a related note: tysabri causes weight gain. as does body pain/inability to exercise. sigh. #fuckms
SMM4H2022Wu3KVAhiqr9RkcPZ	ADE	10	20	withdrawal	#cymbalta withdrawal has reached a peak, lost vision and almost crashed my car from a brain zap. thanks a zillion #elililly #bigpharma
SMM4H2022Wu3KVAhiqr9RkcPZ	ADE	41	52	lost vision	#cymbalta withdrawal has reached a peak, lost vision and almost crashed my car from a brain zap. thanks a zillion #elililly #bigpharma
SMM4H2022Wu3KVAhiqr9RkcPZ	ADE	86	95	brain zap	#cymbalta withdrawal has reached a peak, lost vision and almost crashed my car from a brain zap. thanks a zillion #elililly #bigpharma
SMM4H20229JEt7NgnllVf5GtN	ADE	27	35	nauseous	i hate cipro! #antibiotic #nauseous #cf #hospitallife #cysticfibrosis
SMM4H2022XGWgtEdHxedV094c	ADE	71	84	gainin weight	@USER_______ reppin zoloft&amp;seroquel since last november. i'm hella gainin weight too awesome i'm fat and can't cum i own
SMM4H2022XGWgtEdHxedV094c	ADE	101	104	fat	@USER_______ reppin zoloft&amp;seroquel since last november. i'm hella gainin weight too awesome i'm fat and can't cum i own
SMM4H2022XGWgtEdHxedV094c	ADE	109	118	can't cum	@USER_______ reppin zoloft&amp;seroquel since last november. i'm hella gainin weight too awesome i'm fat and can't cum i own
SMM4H2022VThNowbcA4NEiKHq	ADE	21	29	headache	i've had a trazodone headache all day. i heard they go away within a week. #hopeso #iactuallyslept
SMM4H20220Ogf8Qtxi6P8BEuG	ADE	72	83	exacerbates	i've had ocd symptoms like that for a while but seems like the seroquel exacerbates things and now this. :\
SMM4H20221cJSVYyXJNFRRWVh	ADE	55	75	WON'T YOU LET ME EAT	I finally had an appetite, made food, gone. HUMIRA WHY WON'T YOU LET ME EAT
SMM4H20221PPoVLgQJReOQCWh	ADE	40	45	toxic	@USER_________ i don't care if they are toxic haha putting the cipro drops in is essentially equivalent to torture #oww
SMM4H20221PPoVLgQJReOQCWh	ADE	93	114	equivalent to torture	@USER_________ i don't care if they are toxic haha putting the cipro drops in is essentially equivalent to torture #oww
SMM4H20221PPoVLgQJReOQCWh	ADE	116	119	oww	@USER_________ i don't care if they are toxic haha putting the cipro drops in is essentially equivalent to torture #oww
SMM4H202246g9j4I35Um7PYkp	ADE	43	49	rashes	@USER______ cause humira gives me a lot of rashes and like most of these drugs.. skin sensitivity happens
SMM4H202246g9j4I35Um7PYkp	ADE	81	97	Skin sensitivity	@USER______ cause humira gives me a lot of rashes and like most of these drugs.. skin sensitivity happens
SMM4H2022HnJTtBPZpDenshuo	ADE	110	115	wonky	@USER_______ @USER___________ @USER___________ *buts in* you don't wanna miss venlafaxine no no it made me so wonky missing one day! ouch
SMM4H2022VliYWVinQbqXcZjE	ADE	25	43	makes me nocturnal	'@USER______: my vyvanse makes me nocturnal ??'
SMM4H2022VliYWVinQbqXcZjE	ADE	34	43	nocturnal	'@USER______: my vyvanse makes me nocturnal ??'
SMM4H2022h2NAtMWVDyD76smv	ADE	27	35	headache	i'd gladly trade the #mtx  headache for #humira but after 5 months i still don't have the prescription. i function through vitamins &amp; motrin
SMM4H20228DNrgxK8H6AXzHjv	ADE	56	60	balm	thank god i was born with so much hair; i wouldn't been balm by now. #crohnsproblems #teamibd #hairloss #humira #chronic #illness #gratitude
SMM4H20228DNrgxK8H6AXzHjv	ADE	95	103	hairloss	thank god i was born with so much hair; i wouldn't been balm by now. #crohnsproblems #teamibd #hairloss #humira #chronic #illness #gratitude
SMM4H2022eJogdzGCmyIpcHhI	ADE	28	58	sleeping schedule of a vampire	vyvanse makes me having the sleeping schedule of a vampire.
SMM4H2022mTxdbQdZcoNlKEjE	ADE	4	25	Vitamin D malsorption	1/2 vitamin d malsorption and damaged photosynthesis of sun shine in to vitamin d from levaquin toxicity leading to calcium problems.
SMM4H2022mTxdbQdZcoNlKEjE	ADE	116	132	calcium problems	1/2 vitamin d malsorption and damaged photosynthesis of sun shine in to vitamin d from levaquin toxicity leading to calcium problems.
SMM4H2022aXG1dfzTFUBVkMG8	ADE	136	145	depressed	"but still dr. maria jasinskas was right &amp; would have been if not for pharmacy; she said, ""you know sometimes vyvanse can make you depressed"""
SMM4H2022wJy8y8RmXNacZuFM	ADE	59	68	wait gain	@USER_______ quetiapine was horrific for me in relation to wait gain. such a horror story. but the weight will come off one day at a time.
SMM4H2022wJy8y8RmXNacZuFM	ADE	99	105	weight	@USER_______ quetiapine was horrific for me in relation to wait gain. such a horror story. but the weight will come off one day at a time.
SMM4H2022rKdNDa8DxUSJBtDR	ADE	103	121	destroyed my liver	@USER______ what problems did you have with humira, if you don't mind me asking. I tried infliximab it destroyed my liver.
SMM4H2022R5JoWow5TWIWU2tF	ADE	78	95	allergic reaction	@USER__________ @USER________ Me too, Remicade for a year, Humira, and had an allergic reaction to Cimzia, almost killed me in November.
SMM4H2022R5JoWow5TWIWU2tF	ADE	107	123	almost killed me	@USER__________ @USER________ Me too, Remicade for a year, Humira, and had an allergic reaction to Cimzia, almost killed me in November.
SMM4H2022yX2dvdLYJkBSqyGG	ADE	56	70	mixed episodes	@USER_______ @USER___________ lexapro gave me the worst mixed episodes. i have some instability with pristiq but i can manage it ok.
SMM4H2022yX2dvdLYJkBSqyGG	ADE	84	95	instability	@USER_______ @USER___________ lexapro gave me the worst mixed episodes. i have some instability with pristiq but i can manage it ok.
SMM4H2022d927ZRaq8oqf7RAH	ADE	130	134	high	@USER__________ (( when i used to take trazodone to sleep, people would make me stay up after i took it so they could watch me be high ))
SMM4H20224uGcw5cza8yicY3R	ADE	21	32	WITHDRAWALS	im having paroxetine withdrawals but thats ok cuz i still aint takin no moe fuck behavioral health ill be iight
SMM4H20224ggjI0EW9enpNnjk	ADE	8	24	blew out my arms	almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro.
SMM4H20224ggjI0EW9enpNnjk	ADE	31	36	heels	almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro.
SMM4H20224ggjI0EW9enpNnjk	ADE	50	54	hurt	almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro.
SMM4H20224ggjI0EW9enpNnjk	ADE	76	80	pain	almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro.
SMM4H2022cBh1eQg5wuDb3ZEX	ADE	18	23	vomit	adderall makes me vomit and vyvanse gives me migraines.. the struggle
SMM4H2022cBh1eQg5wuDb3ZEX	ADE	45	54	migraines	adderall makes me vomit and vyvanse gives me migraines.. the struggle
SMM4H2022xz8j6sHRsh2TMJxR	ADE	31	47	Bizarre thoughts	the #quetiapine is kicking in. bizarre thoughts tonight. tempted to take the whole lot. i won't - don't worry people. just odd thoughts.
SMM4H20224r68wOQ1TFY0T6fW	ADE	11	20	irritated	i'm always irritated on vyvanse because people can't think as fast as i can. it's like every conversation is with someone at a nursing home
SMM4H20224r68wOQ1TFY0T6fW	ADE	47	66	can't think as fast	i'm always irritated on vyvanse because people can't think as fast as i can. it's like every conversation is with someone at a nursing home
SMM4H2022Qt6yyV889onnyv43	ADE	86	92	zombie	@USER_____ @USER__ try something like wellbutrin - there are many better than zoloft (zombie-loft) and paxil for anxiety imo
SMM4H2022eNoXBMQllynOqQlA	ADE	28	45	flu Iike symptoms	Does anyone on #tysabri get flu Iike symptoms, aches and pains, shivers a sweats I seem to get it about a week or so after I've had infusion
SMM4H2022eNoXBMQllynOqQlA	ADE	47	62	aches and pains	Does anyone on #tysabri get flu Iike symptoms, aches and pains, shivers a sweats I seem to get it about a week or so after I've had infusion
SMM4H2022eNoXBMQllynOqQlA	ADE	64	71	shivers	Does anyone on #tysabri get flu Iike symptoms, aches and pains, shivers a sweats I seem to get it about a week or so after I've had infusion
SMM4H2022eNoXBMQllynOqQlA	ADE	74	80	sweats	Does anyone on #tysabri get flu Iike symptoms, aches and pains, shivers a sweats I seem to get it about a week or so after I've had infusion
SMM4H2022eVCfpDwjILkvZqei	ADE	101	105	rage	rt @USER_______: if this fuckin emt looks at me one more time hes gonna feel the wrath of my vyvanse rage
SMM4H2022JqxDSECM3knLYFu5	ADE	31	36	Aches	21.55 Rivaroxaban diary day 8. Aches easing, back pain easing. Swollen lower legs like fluid retention. I take 20mg. Furosemide every a.m.
SMM4H2022JqxDSECM3knLYFu5	ADE	45	54	back pain	21.55 Rivaroxaban diary day 8. Aches easing, back pain easing. Swollen lower legs like fluid retention. I take 20mg. Furosemide every a.m.
SMM4H2022JqxDSECM3knLYFu5	ADE	63	81	Swollen lower legs	21.55 Rivaroxaban diary day 8. Aches easing, back pain easing. Swollen lower legs like fluid retention. I take 20mg. Furosemide every a.m.
SMM4H2022JqxDSECM3knLYFu5	ADE	87	102	fluid retention	21.55 Rivaroxaban diary day 8. Aches easing, back pain easing. Swollen lower legs like fluid retention. I take 20mg. Furosemide every a.m.
SMM4H2022BUZVwA4AhjFwIc5k	ADE	31	47	comedown is hell	@USER________ @USER___________ comedown is hell. when i went cold turkey from effexor it was about two weeks before the zap noises stopped
SMM4H2022BUZVwA4AhjFwIc5k	ADE	120	130	zap noises	@USER________ @USER___________ comedown is hell. when i went cold turkey from effexor it was about two weeks before the zap noises stopped
SMM4H20221h0rCQQIZ8uneVfj	ADE	32	48	inability to cry	"My Effexor has left me with the inability to cry. I was dry eyed watching ""Into the Wild"" and even one of those Sarah Mclachlan commercials"
SMM4H20221h0rCQQIZ8uneVfj	ADE	56	64	dry eyed	"My Effexor has left me with the inability to cry. I was dry eyed watching ""Into the Wild"" and even one of those Sarah Mclachlan commercials"
SMM4H2022XHWOXPzFbhXym1pA	ADE	28	38	over think	i hate how vyvanse makes me over think everything and it makes me angry about things that i shouldn't even be angry about
SMM4H2022XHWOXPzFbhXym1pA	ADE	66	71	angry	i hate how vyvanse makes me over think everything and it makes me angry about things that i shouldn't even be angry about
SMM4H2022x3nbWxlZNKzyztqU	ADE	4	9	tired	Too tired to function right now, thanks Humira. #naptime
SMM4H2022x3nbWxlZNKzyztqU	ADE	49	56	naptime	Too tired to function right now, thanks Humira. #naptime
SMM4H2022xZM2CDZyUCTfsM2a	ADE	27	43	blew out my arms	rt @USER_________: almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro.
SMM4H2022xZM2CDZyUCTfsM2a	ADE	50	55	heels	rt @USER_________: almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro.
SMM4H2022xZM2CDZyUCTfsM2a	ADE	69	73	hurt	rt @USER_________: almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro.
SMM4H2022xZM2CDZyUCTfsM2a	ADE	95	99	pain	rt @USER_________: almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro.
SMM4H2022ZqvKsQEsr0Iq0Pcj	ADE	7	12	wired	fuckin wired! not sleeping tonight. #vyvanse #whatdoido #yuuuuup
SMM4H2022ZqvKsQEsr0Iq0Pcj	ADE	14	26	Not sleeping	fuckin wired! not sleeping tonight. #vyvanse #whatdoido #yuuuuup
SMM4H20225QzXooOeZjdePvSv	ADE	17	40	tendons in lots of pain	had 2 quit job: tendons in lots of pain,  almost ruptured, hands barely usable now. damned cipro.
SMM4H20225QzXooOeZjdePvSv	ADE	60	79	hands barely usable	had 2 quit job: tendons in lots of pain,  almost ruptured, hands barely usable now. damned cipro.
SMM4H20227DXTMFhwp9ejjxBw	ADE	56	69	brain shivers	No med orders til Effexor is fully exited. Still having brain shivers, but mostly when I don't eat. #effexor #withdrawal #depression
SMM4H20227DXTMFhwp9ejjxBw	ADE	110	120	withdrawal	No med orders til Effexor is fully exited. Still having brain shivers, but mostly when I don't eat. #effexor #withdrawal #depression
SMM4H2022t5xoRjKv7l52kTGP	ADE	116	131	barely function	@USER______ did i read in a blog post that you took venlafaxine? i am on 300mg and if i forget it for one day i can barely function the next
SMM4H2022XmLA51zbG2WrvYNh	ADE	0	13	Restless arms	restless arms &amp; legs! blood quetiapine :-/
SMM4H2022XmLA51zbG2WrvYNh	ADE	0	24	restless arms &amp; legs	restless arms &amp; legs! blood quetiapine :-/
SMM4H2022ZRsMTUj6RpbtQWe9	ADE	10	18	sleeping	i've been sleeping most of my day away thanks to my humira shot. some days i feel like just giving up. #sick&amp;tired
SMM4H2022k25IXYL24MogWtUX	ADE	101	112	gain weight	at my old weight my bmi was 18.4. i hate seroquel and prozac and my new pill, i don't eat but still gain weight.
SMM4H2022Bsi55XfbbUXKKP33	ADE	74	80	zombie	@USER_______ glad to here it's keppra over the others. lamictal made me a zombie. first seizure is a bitch eh?
SMM4H2022sYMdXL20LaqcUote	ADE	43	50	ab pain	RT @USER________: @USER___ even w/ Humira: ab pain, cramps,nausea,vomitting, skin&joint problems, ulcers in mouth&fatique #uclaibdnurses2013
SMM4H2022sYMdXL20LaqcUote	ADE	52	58	cramps	RT @USER________: @USER___ even w/ Humira: ab pain, cramps,nausea,vomitting, skin&joint problems, ulcers in mouth&fatique #uclaibdnurses2013
SMM4H2022sYMdXL20LaqcUote	ADE	59	65	nausea	RT @USER________: @USER___ even w/ Humira: ab pain, cramps,nausea,vomitting, skin&joint problems, ulcers in mouth&fatique #uclaibdnurses2013
SMM4H2022sYMdXL20LaqcUote	ADE	66	75	vomitting	RT @USER________: @USER___ even w/ Humira: ab pain, cramps,nausea,vomitting, skin&joint problems, ulcers in mouth&fatique #uclaibdnurses2013
SMM4H2022sYMdXL20LaqcUote	ADE	77	81	skin	RT @USER________: @USER___ even w/ Humira: ab pain, cramps,nausea,vomitting, skin&joint problems, ulcers in mouth&fatique #uclaibdnurses2013
SMM4H2022sYMdXL20LaqcUote	ADE	82	96	joint problems	RT @USER________: @USER___ even w/ Humira: ab pain, cramps,nausea,vomitting, skin&joint problems, ulcers in mouth&fatique #uclaibdnurses2013
SMM4H2022sYMdXL20LaqcUote	ADE	98	113	ulcers in mouth	RT @USER________: @USER___ even w/ Humira: ab pain, cramps,nausea,vomitting, skin&joint problems, ulcers in mouth&fatique #uclaibdnurses2013
SMM4H2022sYMdXL20LaqcUote	ADE	114	121	fatique	RT @USER________: @USER___ even w/ Humira: ab pain, cramps,nausea,vomitting, skin&joint problems, ulcers in mouth&fatique #uclaibdnurses2013
SMM4H2022Ic6cwEtFeJB2T9K1	ADE	85	98	reacted badly	@USER____ they probably would have offered me the full anti psychotic menu had i not reacted badly to seroquel #handy #bonus
SMM4H2022PdRePYtGlDEhRo9q	ADE	77	80	ill	@USER________ i was prescribed victoza for obesity in july 2010. i have been ill ever since. evil drug #diabetes
SMM4H2022nfVvCVg7WVGKrfgc	ADE	45	48	OCD	rt @USER_______: vyvanse, commonly known as ocd in a pill.
SMM4H2022kZSW7UHRW4hnAZMd	ADE	14	30	pee way too much	i'm having to pee way too much this drive.. drinking too much water. fuck you 70mg vyvanse and your ability to dehydrate the fuck out of me.
SMM4H2022kZSW7UHRW4hnAZMd	ADE	111	120	dehydrate	i'm having to pee way too much this drive.. drinking too much water. fuck you 70mg vyvanse and your ability to dehydrate the fuck out of me.
SMM4H2022OGUKd4Q0wJBIFE5d	ADE	5	9	rant	this rant could be #paxil withdrawl...or delayed divorce rage.
SMM4H2022OGUKd4Q0wJBIFE5d	ADE	26	35	withdrawl	this rant could be #paxil withdrawl...or delayed divorce rage.
